"population","g_date","total_waste","dry_waste","wet_waste","geom_id","weight"
1729.16,"2022-06-20",2133.31,285.51,1388.37,8,0.24
2570.33,"2022-06-20",1005.27,210.76,76.15,9,0.29
8070.23,"2022-06-20",523.20,444.20,2017.50,10,0.28
4172.14,"2022-06-20",1031.17,78.51,58.78,11,0.28
1818.62,"2022-06-20",730.19,623.07,1609.93,12,0.26
9226.86,"2022-06-20",14.43,551.23,1325.82,13,0.29
7419.62,"2022-06-21",478.55,84.78,558.05,1,0.21
8144.68,"2022-06-21",14.12,453.27,950.14,2,0.26
2741.88,"2022-06-21",1286.67,434.43,1475.74,3,0.29
6930.08,"2022-06-21",843.67,189.89,758.28,4,0.23
3551.11,"2022-06-21",2204.21,8.40,1243.45,5,0.27
5627.96,"2022-06-21",2750.36,271.72,97.15,6,0.29
8241.15,"2022-06-21",1644.06,114.21,349.88,7,0.27
9455.08,"2022-06-21",1361.96,383.37,1985.22,8,0.27
933.86,"2022-06-21",107.01,269.07,1452.68,9,0.22
4366.63,"2022-06-21",1444.16,587.41,770.96,10,0.23
7833.30,"2022-06-21",595.86,425.79,1552.67,11,0.22
7444.73,"2022-06-21",2398.57,79.86,779.59,12,0.26
1442.18,"2022-06-21",568.19,309.35,211.76,13,0.30
9405.43,"2022-06-22",1673.82,446.45,691.23,1,0.30
308.15,"2022-06-22",645.85,656.24,1057.51,2,0.25
9477.67,"2022-06-22",47.95,672.55,598.18,3,0.24
9993.22,"2022-06-22",1164.98,225.03,676.32,4,0.24
9375.10,"2022-06-22",558.51,31.22,556.67,5,0.28
5312.93,"2022-06-22",2475.24,222.44,2029.99,6,0.26
7766.60,"2022-06-22",1721.58,295.65,1405.00,7,0.26
6476.37,"2022-06-22",365.87,248.59,1705.02,8,0.24
1129.86,"2022-06-22",486.28,658.03,744.63,9,0.26
2419.70,"2022-06-22",2293.41,52.23,1426.32,10,0.27
1027.75,"2022-06-22",2134.38,525.97,1089.03,11,0.30
8464.03,"2022-06-22",2041.09,563.81,2007.40,12,0.22
5634.33,"2022-06-22",1025.35,118.13,1859.45,13,0.28
4889.17,"2022-06-23",2362.13,161.60,1641.97,1,0.21
753.65,"2022-06-23",64.47,535.07,405.74,2,0.23
3728.15,"2022-06-23",179.33,373.81,121.72,3,0.22
6477.24,"2022-06-23",1300.93,517.07,474.57,4,0.22
6941.04,"2022-06-23",123.61,688.63,81.23,5,0.29
1386.77,"2022-06-23",1317.58,462.42,645.80,6,0.28
1155.91,"2022-06-23",2676.11,194.37,1904.40,7,0.29
7990.09,"2022-06-23",660.04,77.45,49.46,8,0.27
9391.03,"2022-06-23",93.53,628.02,1915.61,9,0.25
834.90,"2022-06-23",1340.81,9.28,789.17,10,0.28
576.69,"2022-06-23",2394.26,345.14,213.74,11,0.24
8854.37,"2022-06-23",2534.27,10.48,1873.64,12,0.23
6099.21,"2022-06-23",85.92,526.90,127.67,13,0.25
7275.19,"2022-06-24",1687.40,189.63,179.32,1,0.27
1250.81,"2022-06-24",1999.92,548.71,2085.35,2,0.29
2502.46,"2022-06-24",98.94,97.17,1817.87,3,0.21
8778.18,"2022-06-24",2719.05,201.25,1337.85,4,0.25
6428.21,"2022-06-24",2701.74,438.61,1110.92,5,0.23
455.96,"2022-06-24",2622.01,53.01,1298.26,6,0.29
300.20,"2022-06-24",2171.57,668.78,1762.37,7,0.21
7726.87,"2022-06-24",2733.24,399.10,1575.96,8,0.25
1394.07,"2022-06-24",2282.36,182.08,269.61,9,0.28
5522.62,"2022-06-24",1312.80,124.76,560.17,10,0.26
2217.78,"2022-06-24",934.38,389.43,1136.00,11,0.27
2284.18,"2022-06-24",2671.59,467.79,1955.67,12,0.28
3957.41,"2022-06-24",1244.77,94.77,771.66,13,0.26
7754.95,"2022-06-25",514.40,373.39,1026.05,1,0.30
1757.69,"2022-06-25",2546.24,573.29,1483.72,2,0.23
4941.60,"2022-06-25",892.84,660.03,1809.04,3,0.23
1997.28,"2022-06-25",143.18,237.81,2094.53,4,0.23
5523.79,"2022-06-25",1841.44,386.69,548.16,5,0.21
3650.86,"2022-06-25",1959.58,449.30,1686.63,6,0.28
3727.60,"2022-06-25",1079.66,480.98,1435.82,7,0.29
5572.19,"2022-06-25",2262.99,311.45,1358.41,8,0.29
7185.97,"2022-06-25",23.18,266.17,520.53,9,0.25
124.68,"2022-06-25",1204.43,305.91,174.30,10,0.25
6694.51,"2022-06-25",2271.45,414.99,2066.53,11,0.27
3462.30,"2022-06-25",1949.05,213.74,2050.99,12,0.26
5776.98,"2022-06-25",627.60,343.70,671.90,13,0.22
2289.48,"2022-06-26",2164.35,24.18,1987.34,1,0.24
2027.27,"2022-06-26",2704.48,266.45,1854.58,2,0.27
9793.65,"2022-06-26",718.20,561.43,1589.16,3,0.25
5207.00,"2022-06-26",802.83,439.35,1612.91,4,0.29
9814.85,"2022-06-26",61.97,462.95,1196.48,5,0.21
5780.33,"2022-06-26",1816.51,579.71,726.67,6,0.21
4977.71,"2022-06-26",1391.19,144.41,1585.79,7,0.25
8183.37,"2022-06-26",1772.73,55.39,1106.15,8,0.27
4036.72,"2022-06-26",301.42,396.78,1645.67,9,0.25
3772.64,"2022-06-26",1322.48,606.72,1685.56,10,0.27
7989.72,"2022-06-26",1785.25,308.05,1558.50,11,0.27
5663.78,"2022-06-26",438.94,414.77,1387.18,12,0.29
5944.75,"2022-06-26",83.38,82.39,130.36,13,0.27
3371.73,"2022-06-27",661.75,438.76,1878.89,1,0.22
5178.72,"2022-06-27",595.66,438.74,1049.80,2,0.28
5345.76,"2022-06-27",2664.61,486.86,1775.52,3,0.24
2172.90,"2022-06-27",2010.41,29.85,1620.91,4,0.25
7327.13,"2022-06-27",2748.14,396.75,1604.22,5,0.25
9829.05,"2022-06-27",1166.11,683.42,1361.74,6,0.22
6710.11,"2022-06-27",1506.21,242.28,915.91,7,0.22
4709.57,"2022-06-27",723.62,571.51,205.30,8,0.27
4423.86,"2022-06-27",728.58,450.29,1794.49,9,0.22
2836.91,"2022-06-27",752.10,323.60,1376.86,10,0.25
4303.34,"2022-06-27",2752.26,357.82,738.20,11,0.27
6147.06,"2022-06-27",240.33,425.54,318.30,12,0.30
8381.66,"2022-06-27",1904.41,642.37,30.91,13,0.23
7668.49,"2022-06-28",1810.55,424.76,595.66,1,0.28
1269.87,"2022-06-28",1319.04,15.79,1412.58,2,0.24
4020.90,"2022-06-28",1971.07,368.44,96.85,3,0.25
6390.95,"2022-06-28",1335.34,598.39,1020.44,4,0.22
7548.90,"2022-06-28",37.81,261.44,567.26,5,0.30
6286.28,"2022-06-28",2112.95,198.11,1764.80,6,0.27
9299.16,"2022-06-28",1453.66,116.12,607.95,7,0.29
5127.72,"2022-06-28",2397.44,475.21,1291.55,8,0.27
3198.38,"2022-06-28",1506.98,12.95,994.69,9,0.24
8821.73,"2022-06-28",34.03,449.60,649.41,10,0.22
4051.17,"2022-06-28",1615.97,227.45,1826.60,11,0.27
4604.68,"2022-06-28",85.40,419.58,442.25,12,0.25
9768.51,"2022-06-28",1546.21,212.09,824.09,13,0.24
7522.28,"2022-06-29",2470.78,337.61,1420.71,1,0.27
7467.80,"2022-06-29",424.13,526.31,542.85,2,0.30
7283.66,"2022-06-29",739.50,81.55,2084.46,3,0.23
9601.63,"2022-06-29",2720.10,505.59,1363.33,4,0.27
2117.82,"2022-06-29",1297.85,573.74,1491.10,5,0.27
2964.91,"2022-06-29",2541.22,283.29,380.21,6,0.22
1385.15,"2022-06-29",460.23,227.26,1285.64,7,0.30
6490.26,"2022-06-29",1436.32,36.14,250.51,8,0.25
863.40,"2022-06-29",1278.53,19.95,988.49,9,0.29
9353.84,"2022-06-29",1557.22,629.82,148.13,10,0.23
7084.72,"2022-06-29",2288.65,388.06,5.07,11,0.23
8976.64,"2022-06-29",1653.74,138.23,307.69,12,0.28
8590.03,"2022-06-29",505.31,505.75,673.90,13,0.22
7813.76,"2022-06-30",1993.58,24.78,701.58,1,0.29
2488.08,"2022-06-30",2537.67,326.72,153.91,2,0.21
7417.05,"2022-06-30",1514.85,648.85,366.09,3,0.21
8050.33,"2022-06-30",365.21,638.92,122.71,4,0.24
2489.45,"2022-06-30",2566.67,565.31,1867.16,5,0.28
2037.18,"2022-06-30",1335.64,15.07,1896.44,6,0.26
7830.76,"2022-06-30",2605.46,584.00,1952.04,7,0.22
2652.66,"2022-06-30",141.59,650.44,1217.30,8,0.22
4332.18,"2022-06-30",540.73,392.07,730.17,9,0.22
3837.96,"2022-06-30",1885.78,354.56,2028.00,10,0.30
6533.32,"2022-06-30",2144.60,629.60,1040.88,11,0.27
7792.72,"2022-06-30",78.93,551.77,613.61,12,0.27
5702.46,"2022-06-30",2632.04,377.90,2078.93,13,0.23
8738.39,"2022-07-01",768.44,696.99,1362.34,1,0.22
3070.09,"2022-07-01",1056.00,112.57,1149.66,2,0.29
1877.94,"2022-07-01",28.82,271.45,491.18,3,0.28
2193.00,"2022-07-01",1955.62,305.88,1122.40,4,0.27
3654.65,"2022-07-01",2151.64,288.95,789.63,5,0.27
5654.65,"2022-07-01",2743.32,372.26,377.45,6,0.22
5517.85,"2022-07-01",2620.57,126.39,748.39,7,0.23
69.95,"2022-07-01",641.78,413.64,446.01,8,0.24
4379.47,"2022-07-01",1781.48,381.18,602.69,9,0.27
7093.23,"2022-07-01",1800.14,174.39,61.70,10,0.22
7100.83,"2022-07-01",1781.51,366.60,774.84,11,0.29
4166.76,"2022-07-01",592.50,439.72,1738.53,12,0.25
52.11,"2022-07-01",1169.82,261.84,664.23,13,0.30
9738.37,"2022-07-02",2194.12,126.53,592.92,1,0.24
6626.36,"2022-07-02",2765.88,229.01,1399.01,2,0.23
5520.70,"2022-07-02",1792.96,614.33,312.39,3,0.26
7673.92,"2022-07-02",1571.73,349.37,105.83,4,0.30
3340.37,"2022-07-02",2376.83,355.47,182.29,5,0.23
3902.05,"2022-07-02",2596.55,464.77,536.57,6,0.29
8575.83,"2022-07-02",2729.35,58.69,1981.37,7,0.22
1970.62,"2022-07-02",958.95,660.82,519.97,8,0.25
8514.60,"2022-07-02",1433.62,429.54,865.89,9,0.25
6392.56,"2022-07-02",2014.31,555.23,1934.00,10,0.25
9474.78,"2022-07-02",673.02,439.66,746.58,11,0.24
3895.23,"2022-07-02",2075.64,460.71,1961.49,12,0.27
2956.31,"2022-07-02",695.02,201.99,933.61,13,0.25
623.56,"2022-07-03",2462.58,244.10,1232.09,1,0.25
4444.57,"2022-07-03",1249.85,470.29,1444.85,2,0.26
1900.15,"2022-07-03",2355.53,336.81,1101.86,3,0.22
5335.38,"2022-07-03",916.59,160.42,1615.90,4,0.23
6258.10,"2022-07-03",2580.26,650.59,1148.41,5,0.22
7199.56,"2022-07-03",2391.09,482.83,916.77,6,0.30
9458.27,"2022-07-03",1150.39,292.64,339.41,7,0.22
9094.44,"2022-07-03",277.77,602.10,740.76,8,0.25
6088.13,"2022-07-03",970.10,550.68,1668.61,9,0.26
7818.37,"2022-07-03",523.22,463.66,1967.18,10,0.28
2260.05,"2022-07-03",52.39,33.94,125.80,11,0.27
2039.65,"2022-07-03",1375.50,368.38,577.49,12,0.21
8191.77,"2022-07-03",558.02,656.87,1230.51,13,0.27
914.84,"2022-07-04",2355.08,343.78,1991.96,1,0.26
43.82,"2022-07-04",1590.55,454.20,2013.96,2,0.24
7821.10,"2022-07-04",561.14,234.73,722.93,3,0.23
8524.82,"2022-07-04",2737.52,473.02,1907.32,4,0.28
5859.88,"2022-07-04",1213.54,554.31,85.42,5,0.27
3521.65,"2022-07-04",265.33,530.11,206.10,6,0.25
8095.07,"2022-07-04",1301.02,227.23,1514.97,7,0.22
6024.32,"2022-07-04",1444.07,557.67,136.95,8,0.21
6095.98,"2022-07-04",1908.29,182.24,1485.75,9,0.28
2642.54,"2022-07-04",595.15,67.21,1002.67,10,0.29
3573.19,"2022-07-04",385.16,52.38,204.44,11,0.30
5844.65,"2022-07-04",2039.83,600.29,1781.68,12,0.22
2527.38,"2022-07-04",210.57,1.20,1457.01,13,0.23
1192.98,"2022-07-05",1944.64,620.97,1042.44,1,0.25
3302.71,"2022-07-05",464.30,355.73,899.25,2,0.26
5216.18,"2022-07-05",790.93,380.17,28.86,3,0.26
8902.29,"2022-07-05",442.87,89.76,497.89,4,0.21
6084.05,"2022-07-05",1162.95,53.13,1127.93,5,0.23
2679.05,"2022-07-05",1003.15,655.94,1757.43,6,0.24
6365.89,"2022-07-05",1535.86,562.39,291.31,7,0.29
5900.55,"2022-07-05",1322.28,122.54,1246.82,8,0.22
630.83,"2022-07-05",1778.90,695.85,647.06,9,0.26
5938.79,"2022-07-05",1184.40,514.27,1533.85,10,0.30
377.27,"2022-07-05",2094.23,341.28,1230.48,11,0.23
8198.99,"2022-07-05",1199.83,296.17,1662.65,12,0.23
6618.93,"2022-07-05",992.80,527.78,205.43,13,0.27
571.52,"2022-07-06",2211.65,345.57,136.27,1,0.29
8356.07,"2022-07-06",1036.12,516.53,1591.87,2,0.26
2540.62,"2022-07-06",204.69,404.95,1178.12,3,0.29
3303.58,"2022-07-06",7.38,441.83,1651.48,4,0.27
2357.90,"2022-07-06",1114.01,443.65,1573.54,5,0.24
3031.80,"2022-07-06",1480.15,503.63,409.30,6,0.27
9244.66,"2022-07-06",144.21,562.09,1282.68,7,0.22
4935.62,"2022-07-06",2603.36,592.42,9.87,8,0.28
7003.77,"2022-07-06",2367.02,691.29,1153.07,9,0.21
6337.65,"2022-07-06",1237.55,208.56,540.32,10,0.23
8657.27,"2022-07-06",227.72,179.06,310.43,11,0.29
5598.71,"2022-07-06",662.51,172.04,293.39,12,0.22
9795.11,"2022-07-06",1474.21,351.70,625.90,13,0.28
607.41,"2022-07-07",362.88,631.59,341.64,1,0.25
3781.88,"2022-07-07",271.07,604.02,1712.37,2,0.25
8621.44,"2022-07-07",560.96,117.56,1269.59,3,0.23
8822.67,"2022-07-07",905.89,261.86,873.48,4,0.29
1997.19,"2022-07-07",1072.84,697.63,671.50,5,0.29
1301.27,"2022-07-07",1386.42,221.68,338.05,6,0.25
1552.37,"2022-07-07",1507.76,205.82,1048.93,7,0.28
1379.68,"2022-07-07",913.82,277.15,963.92,8,0.23
1426.75,"2022-07-07",582.16,508.73,321.57,9,0.27
2997.64,"2022-07-07",2252.04,353.41,1355.51,10,0.26
9516.27,"2022-07-07",1916.59,46.22,594.74,11,0.23
1661.10,"2022-07-07",2525.24,178.92,1882.12,12,0.28
7742.53,"2022-07-07",181.00,290.38,1377.31,13,0.25
5312.12,"2022-07-08",1964.78,641.72,1999.15,1,0.24
3973.93,"2022-07-08",416.97,431.41,1243.27,2,0.29
1211.01,"2022-07-08",701.26,569.22,705.74,3,0.23
9591.12,"2022-07-08",408.70,396.61,1192.04,4,0.30
5610.66,"2022-07-08",2474.18,464.80,1158.57,5,0.23
8659.27,"2022-07-08",1402.45,294.86,1750.73,6,0.22
279.69,"2022-07-08",1804.21,626.88,1578.39,7,0.26
1470.47,"2022-07-08",1602.37,684.80,1032.74,8,0.25
3321.95,"2022-07-08",1245.02,513.07,1647.03,9,0.29
4346.60,"2022-07-08",2659.47,457.80,1143.11,10,0.25
7747.96,"2022-07-08",1776.93,613.91,1536.69,11,0.24
8069.17,"2022-07-08",620.26,579.64,327.50,12,0.29
3196.77,"2022-07-08",1252.06,661.60,13.13,13,0.26
2593.74,"2022-07-09",1225.67,404.11,1748.59,1,0.25
2220.19,"2022-07-09",563.23,546.24,1414.73,2,0.23
1937.39,"2022-07-09",135.14,274.92,1964.25,3,0.26
6751.76,"2022-07-09",1128.33,633.04,162.76,4,0.21
606.17,"2022-07-09",1111.21,108.78,208.80,5,0.24
5725.31,"2022-07-09",1901.39,15.13,58.13,6,0.29
8040.61,"2022-07-09",804.24,153.03,674.42,7,0.28
8779.05,"2022-07-09",2110.74,240.91,1628.61,8,0.22
3671.99,"2022-07-09",821.66,187.00,1836.54,9,0.28
926.79,"2022-07-09",457.49,270.46,2082.01,10,0.28
5267.50,"2022-07-09",462.11,215.84,385.60,11,0.25
5433.43,"2022-07-09",2293.37,510.22,1781.49,12,0.21
3432.73,"2022-07-09",5.67,431.91,560.74,13,0.30
336.86,"2022-07-10",929.67,500.90,747.67,1,0.27
7593.12,"2022-07-10",1132.73,469.57,2062.65,2,0.30
2688.35,"2022-07-10",1141.81,350.58,1699.99,3,0.23
3691.48,"2022-07-10",691.13,239.92,1243.53,4,0.28
2548.34,"2022-07-10",990.09,632.14,1779.31,5,0.29
4589.15,"2022-07-10",965.20,392.89,1833.44,6,0.30
2250.55,"2022-07-10",1667.16,619.56,463.10,7,0.27
6036.31,"2022-07-10",1268.79,585.68,194.80,8,0.21
2512.25,"2022-07-10",2524.30,470.33,506.26,9,0.23
3232.40,"2022-07-10",883.58,666.83,834.23,10,0.28
1740.44,"2022-07-10",1126.22,603.41,1773.97,11,0.23
4695.68,"2022-07-10",1644.96,620.77,1844.55,12,0.30
5253.45,"2022-07-10",1906.76,465.73,1279.07,13,0.30
6556.49,"2022-07-11",1691.95,280.88,1820.85,1,0.29
7013.51,"2022-07-11",118.37,406.18,962.64,2,0.25
9575.28,"2022-07-11",2750.94,431.05,1665.00,3,0.27
765.11,"2022-07-11",589.73,227.68,548.69,4,0.23
3338.86,"2022-07-11",2746.42,48.94,98.73,5,0.23
3879.97,"2022-07-11",1197.07,504.25,612.02,6,0.27
3087.32,"2022-07-11",2418.00,60.15,1289.92,7,0.28
1072.48,"2022-07-11",1597.37,668.28,1412.81,8,0.23
594.48,"2022-07-11",221.89,317.69,890.80,9,0.28
668.99,"2022-07-11",6.07,572.77,1245.59,10,0.28
6317.37,"2022-07-11",2174.54,588.16,2038.05,11,0.27
3303.10,"2022-07-11",368.14,64.73,1966.32,12,0.29
3691.00,"2022-07-11",1855.38,296.62,1114.49,13,0.24
607.00,"2022-07-12",482.32,235.66,2058.57,1,0.28
3328.84,"2022-07-12",1087.30,54.35,1066.27,2,0.27
8023.96,"2022-07-12",2480.93,449.78,2057.27,3,0.27
9097.23,"2022-07-12",2402.59,551.95,2093.09,4,0.28
6891.28,"2022-07-12",1127.58,647.21,748.66,5,0.29
5435.93,"2022-07-12",159.35,625.68,13.72,6,0.25
3865.70,"2022-07-12",1081.63,51.39,2053.23,7,0.26
1474.08,"2022-07-12",530.25,225.69,913.31,8,0.29
3730.82,"2022-07-12",2621.57,177.86,1848.95,9,0.22
5444.08,"2022-07-12",242.73,594.17,735.54,10,0.28
4590.15,"2022-07-12",1989.15,608.12,1096.22,11,0.22
9515.34,"2022-07-12",2083.72,257.07,1828.89,12,0.25
3112.64,"2022-07-12",1107.19,399.58,1708.20,13,0.23
1930.33,"2022-07-13",2668.43,428.54,2098.00,1,0.22
6093.44,"2022-07-13",1638.10,278.36,540.28,2,0.30
5804.37,"2022-07-13",285.71,607.21,633.29,3,0.30
1286.34,"2022-07-13",2093.00,327.21,2032.69,4,0.28
6287.47,"2022-07-13",2407.38,110.09,230.06,5,0.27
9475.43,"2022-07-13",890.10,401.96,1769.38,6,0.26
2284.98,"2022-07-13",2674.28,232.75,1004.46,7,0.26
7122.10,"2022-07-13",352.86,558.21,1664.63,8,0.26
7566.99,"2022-07-13",1235.94,540.10,1711.53,9,0.25
4132.83,"2022-07-13",1638.11,263.36,725.56,10,0.27
9722.71,"2022-07-13",983.57,302.90,298.55,11,0.28
9802.27,"2022-07-13",915.82,226.08,45.44,12,0.24
8111.21,"2022-07-13",2792.07,263.33,1666.55,13,0.22
7012.63,"2022-07-14",506.94,167.40,96.34,1,0.23
1881.76,"2022-07-14",1582.06,41.43,1012.63,2,0.21
8496.99,"2022-07-14",2381.29,665.40,2004.45,3,0.24
3958.81,"2022-07-14",1193.95,297.12,1914.89,4,0.27
1644.06,"2022-07-14",1127.58,684.63,523.84,5,0.29
847.74,"2022-07-14",255.48,656.28,887.95,6,0.29
6526.02,"2022-07-14",1910.20,624.63,535.01,7,0.25
9338.03,"2022-07-14",1893.39,82.89,1980.07,8,0.22
2576.90,"2022-07-14",2487.94,431.19,280.97,9,0.25
1925.08,"2022-07-14",1965.64,450.13,1414.35,10,0.25
6328.65,"2022-07-14",1572.11,13.04,218.78,11,0.27
1933.38,"2022-07-14",1408.78,169.70,1234.28,12,0.22
7403.74,"2022-07-14",235.70,642.21,83.08,13,0.26
5427.84,"2022-07-15",2513.93,613.89,165.58,1,0.29
5688.89,"2022-07-15",2301.25,62.00,735.91,2,0.28
1636.47,"2022-07-15",706.21,340.97,1969.86,3,0.22
2923.19,"2022-07-15",1172.84,414.68,1159.23,4,0.29
9213.52,"2022-07-15",338.71,367.60,625.63,5,0.26
5963.53,"2022-07-15",1460.14,407.93,341.50,6,0.24
8186.77,"2022-07-15",168.10,284.56,476.38,7,0.22
3283.29,"2022-07-15",420.38,568.28,831.61,8,0.24
3392.21,"2022-07-15",1197.21,431.84,1904.97,9,0.22
7436.19,"2022-07-15",245.20,681.07,1390.32,10,0.27
4397.64,"2022-07-15",2421.61,573.76,93.32,11,0.25
3482.39,"2022-07-15",876.44,398.18,1452.36,12,0.29
5839.61,"2022-07-15",2212.37,183.84,1425.56,13,0.26
7803.32,"2022-07-16",310.03,334.97,79.14,1,0.30
9877.04,"2022-07-16",428.71,347.50,1929.37,2,0.26
9533.41,"2022-07-16",1313.02,313.43,1525.98,3,0.28
175.27,"2022-07-16",358.91,550.26,1326.14,4,0.26
6650.27,"2022-07-16",2435.27,376.52,133.35,5,0.26
2526.84,"2022-07-16",2418.34,590.64,541.83,6,0.27
8333.24,"2022-07-16",2574.33,625.65,1526.27,7,0.25
3112.26,"2022-07-16",1545.64,32.31,1889.95,8,0.24
592.26,"2022-07-16",540.86,214.60,1059.87,9,0.22
283.21,"2022-07-16",40.26,190.88,1158.69,10,0.29
3018.48,"2022-07-16",1912.17,125.29,866.31,11,0.22
4574.95,"2022-07-16",315.68,493.26,80.03,12,0.24
1560.69,"2022-07-16",111.54,521.48,395.62,13,0.24
6090.40,"2022-07-17",1929.97,173.09,1182.40,1,0.26
8810.78,"2022-07-17",126.60,673.97,1237.68,2,0.29
5907.80,"2022-07-17",2095.43,305.82,1822.14,3,0.23
67.27,"2022-07-17",2178.69,88.18,209.13,4,0.25
3937.92,"2022-07-17",404.13,153.27,220.43,5,0.27
6319.79,"2022-07-17",1720.20,610.25,1933.98,6,0.23
704.34,"2022-07-17",2006.81,472.79,1758.15,7,0.27
8764.01,"2022-07-17",753.46,522.29,1226.99,8,0.26
797.53,"2022-07-17",382.87,544.42,353.01,9,0.22
3519.13,"2022-07-17",114.18,389.87,168.39,10,0.29
1275.59,"2022-07-17",2616.52,664.13,597.23,11,0.29
1356.13,"2022-07-17",313.05,11.85,2006.02,12,0.23
7738.03,"2022-07-17",1907.06,151.87,833.21,13,0.26
9464.49,"2022-07-18",1149.94,427.26,2084.05,1,0.28
6207.28,"2022-07-18",1597.27,443.53,677.06,2,0.22
2066.95,"2022-07-18",1475.37,15.14,1311.95,3,0.25
6548.93,"2022-07-18",1048.87,93.39,1355.96,4,0.28
5885.28,"2022-07-18",1588.49,610.82,209.45,5,0.26
641.76,"2022-07-18",1258.41,375.85,1959.55,6,0.23
81.43,"2022-07-18",1319.05,495.53,986.14,7,0.24
5445.69,"2022-07-18",387.79,533.76,2069.88,8,0.25
1437.57,"2022-07-18",1547.83,405.87,1794.42,9,0.30
8332.53,"2022-07-18",670.81,70.76,986.82,10,0.24
7420.06,"2022-07-18",1274.69,441.53,1829.04,11,0.24
7348.36,"2022-07-18",1944.34,58.62,1403.67,12,0.24
5322.43,"2022-07-18",148.97,333.64,1559.28,13,0.26
784.78,"2022-07-19",1839.88,538.00,414.08,1,0.25
2762.48,"2022-07-19",2379.82,89.17,1434.09,2,0.28
6712.93,"2022-07-19",1850.54,488.89,554.65,3,0.23
5597.07,"2022-07-19",687.67,107.64,932.59,4,0.26
4197.38,"2022-07-19",1712.63,435.50,1780.54,5,0.21
5124.94,"2022-07-19",2799.36,622.32,2004.77,6,0.21
9750.30,"2022-07-19",2031.38,325.95,434.19,7,0.26
4565.27,"2022-07-19",363.99,76.70,1141.75,8,0.29
4898.99,"2022-07-19",353.80,314.70,1932.23,9,0.30
1804.86,"2022-07-19",1204.24,393.39,551.88,10,0.25
8296.00,"2022-07-19",1832.99,377.21,77.93,11,0.23
1638.06,"2022-07-19",384.02,161.85,1951.23,12,0.27
1620.38,"2022-07-19",671.30,609.62,1237.96,13,0.21
3476.90,"2022-07-20",1805.19,392.06,2025.53,1,0.26
8706.41,"2022-07-20",2139.43,658.88,1329.87,2,0.24
8796.60,"2022-07-20",439.49,597.64,1033.10,3,0.30
1517.51,"2022-07-20",2463.39,531.24,1149.60,4,0.30
4127.06,"2022-07-20",583.60,55.96,98.26,5,0.24
4471.67,"2022-07-20",66.60,62.73,71.75,6,0.25
6838.83,"2022-07-20",2156.70,202.31,864.62,7,0.24
2264.18,"2022-07-20",2217.34,289.93,1520.24,8,0.22
5045.55,"2022-07-20",2365.86,57.01,1600.31,9,0.23
9175.20,"2022-07-20",2624.98,471.11,341.75,10,0.25
1803.42,"2022-07-20",815.79,479.51,1110.33,11,0.22
5833.31,"2022-07-20",297.85,351.49,2069.29,12,0.30
5295.66,"2022-07-20",1165.55,8.87,368.22,13,0.26
5825.58,"2022-07-21",736.21,160.61,1821.49,1,0.30
973.21,"2022-07-21",1847.73,312.62,1189.13,2,0.25
9503.42,"2022-07-21",1681.10,482.49,745.16,3,0.28
7899.69,"2022-07-21",2177.33,300.81,1311.36,4,0.21
9174.09,"2022-07-21",424.05,261.77,944.92,5,0.23
582.70,"2022-07-21",1236.67,583.00,297.67,6,0.24
5037.39,"2022-07-21",1139.19,655.11,1597.93,7,0.25
2925.72,"2022-07-21",1147.58,404.39,2021.89,8,0.22
553.56,"2022-07-21",951.11,287.60,1926.52,9,0.29
2485.68,"2022-07-21",1149.35,51.76,252.89,10,0.23
9418.84,"2022-07-21",155.36,77.97,1112.48,11,0.24
9248.66,"2022-07-21",965.41,682.29,250.54,12,0.29
5079.66,"2022-07-21",427.12,366.81,2025.13,13,0.28
2560.75,"2022-07-22",2386.07,482.16,692.67,1,0.27
6685.76,"2022-07-22",2013.60,516.67,1833.44,2,0.28
4049.79,"2022-07-22",1502.10,120.21,1677.54,3,0.25
200.18,"2022-07-22",1783.47,463.07,1061.50,4,0.21
8301.44,"2022-07-22",2347.15,81.09,1092.73,5,0.23
4617.49,"2022-07-22",688.23,255.59,317.41,6,0.25
8200.85,"2022-07-22",1259.36,49.10,314.58,7,0.30
2921.67,"2022-07-22",1617.83,635.12,2025.90,8,0.28
8897.10,"2022-07-22",26.32,154.51,1398.61,9,0.26
6811.63,"2022-07-22",1559.64,70.82,393.75,10,0.29
1169.19,"2022-07-22",243.82,326.15,1154.89,11,0.29
2354.25,"2022-07-22",610.83,435.95,1033.07,12,0.22
5981.52,"2022-07-22",1814.01,247.53,1759.20,13,0.27
7190.62,"2022-07-23",2269.77,595.82,1987.03,1,0.28
7631.26,"2022-07-23",2636.51,130.32,1424.32,2,0.26
168.15,"2022-07-23",1566.69,14.87,1067.02,3,0.26
3212.67,"2022-07-23",98.16,684.84,876.39,4,0.28
2517.08,"2022-07-23",241.96,427.11,723.68,5,0.23
773.15,"2022-07-23",2335.15,135.67,291.20,6,0.21
6229.33,"2022-07-23",917.55,313.56,272.24,7,0.25
4833.17,"2022-07-23",2311.28,195.16,2044.73,8,0.29
9044.16,"2022-07-23",1230.87,672.86,698.86,9,0.24
2503.26,"2022-07-23",771.69,68.99,1539.99,10,0.30
1063.32,"2022-07-23",858.15,234.00,1980.04,11,0.22
7513.92,"2022-07-23",2056.16,564.62,1455.20,12,0.27
2108.61,"2022-07-23",2413.54,374.04,1943.51,13,0.28
